Data1 Data2 Data3
1.443108920000000017e+00 2.253833093999999981e+00 7.034103919999999954e-01
5.413629309999999917e-01 1.877539340000000001e+00 3.124955589999999783e-01
1.066619809000000085e+00 3.851703622000000049e+00 7.042291970000000845e-01
1.494845049999999620e-01 3.335674705000000184e+00 1.903276372000000105e+00
5.951862020000000530e-01 3.723191149999999894e+00 8.333250059999999237e-01
8.819492179999999237e-01 3.722923440999999833e+00 1.485218995000000097e+00
9.086791739999999784e-01 4.147126056000000283e+00 7.467765570000000075e-01
1.054878828999999962e+00 3.070576883999999840e+00 1.362760855999999965e+00
5.061778049999999807e-01 3.904866857000000024e+00 1.106207645000000017e+00
9.075579849999999560e-01 2.655828162999999797e+00 7.667117220000000399e-01
1.254884883999999978e+00 2.672070585000000165e+00 1.437536767000000104e+00
1.249000131999999930e+00 3.213269694000000065e+00 8.941578199999999921e-01
1.088829657000000006e+00 3.029751416000000308e+00 1.594896533000000227e+00
1.570681988000000029e+00 3.785257452999999828e+00 2.776108110000000129e-01
-1.073974599999999967e-02 3.719025541000000157e+00 7.865530750000000459e-01
1.149272230999999866e+00 2.308315637999999836e+00 4.918313739999999878e-01
1.482585775999999855e+00 2.126856012999999823e+00 8.941224450000000434e-01
1.377596314999999905e+00 3.172275126000000167e+00 8.080801029999999940e-01
1.119955419000000063e+00 2.425852423999999896e+00 1.017878531000000031e+00
1.813696065000000024e+00 2.592490184999999947e+00 9.401039199999999818e-02
1.742172228999999906e+00 1.120222708000000011e+00 1.267159071000000026e+00
1.349636555999999876e+00 1.151882314999999934e+00 3.381904259999999884e-01
1.847832144999999926e+00 1.917571715000000010e+00 2.050876402000000098e+00
6.784031830000000207e-01 2.212081228000000177e+00 2.133085212000000119e+00
1.260215075000000073e+00 2.109295737000000059e+00 2.223294922000000007e+00
1.115155322999999976e+00 1.635806193000000075e+00 3.190499598000000159e+00
1.483583015000000005e+00 2.428621958999999997e+00 3.762430465000000002e+00
9.369155420000000456e-01 2.210122671999999788e+00 3.842845032000000050e+00
1.555668110999999909e+00 2.706942027999999834e+00 3.688130044999999857e+00
8.220251440000000409e-01 2.381974154999999982e+00 4.026254718999999760e+00
7.493154789999999510e-01 2.998907394000000171e+00 3.499303078000000067e+00
1.526764094000000016e+00 3.682419014000000157e+00 3.360632822999999991e+00
4.191440848000000052e+00 3.964519253999999826e+00 4.310875001000000317e+00
4.028613185000000207e+00 2.597021255000000028e+00 3.877808134999999989e+00
4.271481603999999876e+00 3.480400816000000397e+00 4.426049234999999804e+00
3.645438894000000207e+00 3.213788582999999921e+00 4.715812677999999813e+00
3.535606391000000404e+00 2.688751716000000069e+00 3.528056133999999844e+00
4.020902150999999591e+00 3.160845781000000354e+00 4.616777907000001235e+00
4.825364084999999470e+00 2.736386814999999917e+00 4.086770002999999818e+00
4.933207123999999943e+00 3.870665450000000174e+00 3.979853073000000130e+00
3.598556900000000169e+00 3.014074943999999867e+00 4.681196722000000143e+00
2.724422375000000063e+00 3.713358872999999782e+00 4.745677640000000252e+00
1.576413915999999915e+00 1.991265916999999996e+00 4.513936498999999714e+00
2.421376361000000088e+00 3.036776483000000137e+00 2.038217914000000075e+00
1.789784038999999938e+00 3.520268446999999856e+00 2.175369868000000206e+00
3.317315841000000098e+00 2.274582204000000107e+00 2.344914569999999809e+00
2.127867496999999997e+00 1.663631923999999929e+00 1.992382555000000055e+00
2.748195599000000211e+00 4.531097739999999874e+00 1.496595600000000026e+00
2.771830425000000098e+00 3.230840673999999968e+00 1.643748851999999872e+00
3.207484743999999832e+00 2.811850150999999798e+00 1.380085495999999967e+00
1.990433139999999934e+00 2.943518441000000152e+00 1.301653809000000050e+00
2.978393415000000211e+00 2.649450945999999973e+00 1.642847858000000105e+00
3.488199282000000068e+00 2.956158128000000218e+00 1.834838524000000026e+00
3.193854991999999893e+00 2.823511267000000213e+00 1.640910590999999918e+00
2.596257345000000161e+00 3.508161589000000191e+00 1.954756332999999957e+00
3.694319227999999899e+00 3.295322473999999779e+00 3.187735992999999990e+00
3.189133218999999908e+00 2.425655471999999868e+00 1.230879770999999900e+00
3.423696661999999780e+00 2.930541698999999944e+00 3.207173466000000417e+00
2.936425380999999835e+00 2.980663476000000145e+00 2.221883376000000077e+00
1.811430832999999962e+00 2.883213181999999986e+00 3.218798293000000310e+00
2.921551244000000214e+00 3.014214845000000143e+00 2.560691323999999991e+00
2.020772351999999827e+00 2.362999573999999825e+00 1.997197566000000091e+00
2.501546928999999864e+00 3.419591022000000091e+00 8.591723729999999337e-01
2.524318694999999835e+00 2.660843208000000182e+00 1.008629503999999955e+00
3.402051841000000021e+00 3.252923453999999825e+00 6.835517590000000920e-01
3.198476744000000149e+00 2.424732942999999974e+00 6.082888989999999385e-01
3.118206799999999834e+00 4.001889027999999904e+00 1.476083070999999913e+00
3.222238135000000003e+00 2.928952064999999827e+00 8.901344860000000025e-01
2.826584492999999920e+00 2.876207458000000106e+00 1.688125338000000086e+00
2.746229608000000155e+00 1.600820262999999910e+00 6.173973480000000125e-01
2.836401781000000177e+00 2.718518537000000013e+00 4.121712249999999744e-01
2.665702194000000080e+00 2.974839803000000060e+00 5.469616729999999816e-01
2.100458614999999973e+00 3.352006196000000049e+00 1.575986316999999914e+00
3.190412316000000192e+00 2.346308479999999808e+00 1.702955710000000067e-01
2.840350817000000028e+00 3.200334402999999828e+00 1.401233442000000107e+00
2.979303724000000209e+00 1.980899479999999935e+00 1.573042226999999960e+00
3.197327608000000154e+00 3.211548055999999818e+00 7.699781089999999661e-01
3.144423757000000208e+00 2.817789218999999790e+00 1.317558832999999874e+00
3.585863847000000160e+00 1.852045262000000081e+00 1.613658685000000093e+00
3.625364778999999871e+00 2.352521034000000011e+00 2.252001549000000047e+00
2.873780988000000036e+00 1.543342486999999874e+00 1.759544710999999984e+00
2.149499324000000211e+00 2.389748468000000070e+00 2.995707976999999911e+00
2.947687128000000101e+00 2.344468145000000003e+00 2.029813787000000147e+00
2.563103517000000053e+00 1.865564248000000092e+00 2.341870318999999867e+00
3.271350640000000087e+00 1.671332929999999939e+00 1.476141596999999805e+00
3.583186759000000166e+00 2.824610027999999939e+00 1.842397594999999999e+00
2.976693125999999801e+00 1.533501746999999860e+00 1.712199202999999947e+00
2.762607016000000026e+00 1.741767309999999958e+00 2.684122476999999840e+00
2.945633601000000379e+00 2.312682383999999924e+00 1.553190905999999982e+00
3.786918099000000204e+00 2.206098684000000087e+00 1.961148254000000035e+00
3.552908151000000458e+00 2.470812232000000108e+00 2.002524651999999961e+00
2.268488421999999893e+00 1.640706715999999954e+00 1.547075975000000048e+00
3.535977830000000210e+00 3.114543721000000431e+00 1.701311883000000025e+00
2.754430315000000018e+00 2.146783468000000195e+00 3.580987149999999897e+00
2.881692650999999827e+00 2.374795734000000103e+00 2.907017397000000170e+00
3.531539571999999794e+00 1.900548453999999943e+00 1.273369980999999873e+00
3.499394246000000042e+00 1.398913250999999969e+00 1.340344514999999959e+00
2.864062455000000007e+00 1.120892315999999944e+00 1.678886856999999955e+00
2.645491089000000073e+00 2.858381873999999545e+00 1.489202383999999935e+00
2.752324531000000185e+00 2.860050611000000131e+00 2.989546235000000163e+00
3.479080039999999929e+00 3.463598546000000056e+00 1.544824948999999892e+00
3.827271203000000011e+00 2.965379428999999956e+00 2.091133267000000018e+00
3.433095933999999794e+00 3.121708013000000115e+00 2.126135206999999916e+00
3.190729226000000196e+00 3.520562255999999834e+00 1.900631906000000093e+00
2.462671015999999824e+00 2.377097517999999798e+00 2.228319798999999879e+00
3.329971138000000330e+00 3.132368596000000061e+00 2.440866016999999832e+00
3.826889587999999787e+00 3.564182592999999954e+00 2.512406434999999938e+00
2.729166963999999584e+00 2.214756791000000113e+00 2.627843931000000133e+00
3.035585311000000175e+00 4.597481316000000540e+00 2.207079942000000017e+00
3.086198082000000120e+00 4.184195253999999586e+00 1.489264471000000034e+00
2.820803407000000096e+00 3.827109295000000078e+00 2.347529678999999980e+00
3.291230249999999913e+00 4.489482439999999741e+00 2.828679202000000004e+00
3.417702953000000043e+00 3.366278881000000389e+00 1.516911546999999860e+00
2.721744070000000182e+00 1.116030652999999928e+00 2.613040831000000175e+00
3.423114321000000349e+00 1.369070980000000048e+00 1.644390521999999910e+00
3.143619128000000096e+00 2.033528544000000160e+00 1.861283833999999970e+00
2.484321024000000211e+00 2.209883569999999964e-01 2.094071228999999867e+00
3.425155708000000132e+00 8.030115809999999188e-01 2.261818408999999974e+00
3.836565640999999971e+00 1.306328705000000090e+00 2.481606569999999845e+00
2.607886224000000031e+00 1.333465359000000072e+00 1.845421844999999950e+00
3.471981863000000335e+00 1.426846370000000030e+00 1.031365215999999974e+00
2.055396448999999848e+00 1.207835433999999930e+00 1.437323539999999955e+00
2.876191824000000175e+00 2.903213530000000042e-01 2.782194951000000138e+00
2.527979646999999996e+00 4.463243699000000397e+00 3.753394489999999806e+00
4.323507948999999684e+00 3.803020223999999949e+00 3.243538222999999832e+00
3.030043002000000207e+00 4.294814587000000294e+00 2.078356612999999964e+00
2.858194736999999819e+00 4.344688017000000180e+00 1.731859484999999976e+00
2.450631492999999939e+00 3.702244313000000009e+00 2.260640360000000015e+00
2.398845452000000211e+00 3.474283982000000215e+00 1.338095405999999876e+00
2.752318688999999541e+00 4.106371620000000000e+00 2.219254528000000004e+00
3.669421908999999982e+00 3.966584189000000205e+00 1.950499699999999947e+00
3.291089418000000322e+00 3.051652588000000055e+00 2.143133852000000061e+00
3.130247336000000047e+00 3.430020566000000048e+00 2.352303894999999923e+00
3.515964294999999851e+00 3.828412369000000037e+00 1.845261261999999958e+00
2.641212293000000155e+00 4.018316754999999851e+00 2.265287235999999815e+00
3.714509400999999933e+00 2.827010608000000147e+00 1.565541580000000099e+00
2.749338596999999940e+00 2.550817471999999864e+00 1.950216106000000060e+00
3.048763462000000146e+00 3.027692689999999853e+00 2.160105096000000113e+00
3.105666338999999887e+00 2.963822550999999805e+00 2.548023704999999861e+00
3.760099535000000159e+00 2.537759567999999799e+00 2.144086622000000109e+00
3.090127321999999843e+00 3.354999985000000073e+00 2.218553008000000215e+00
2.929149932000000067e+00 3.585348509000000128e+00 2.910823269999999852e+00
2.236995521999999958e+00 2.595856990000000142e+00 2.010979266000000099e+00
3.847874078999999892e+00 2.845166351000000038e+00 1.800183930999999848e+00
2.434903610000000107e+00 4.094623545000000142e+00 2.199434429000000080e+00
3.183186876000000165e+00 2.523752739999999939e+00 1.581568295000000068e+00
2.439434047000000216e+00 2.752318112000000205e+00 1.652306671999999921e+00
2.972731878999999910e+00 2.988841289999999873e+00 1.968938327999999904e+00
2.595650217000000204e+00 4.102568886000000248e+00 2.009111315999999814e+00
2.287637784000000174e+00 3.645869813000000015e+00 1.996172309000000089e+00
2.100063816000000028e+00 4.439031033000000015e+00 1.916955334000000066e+00
2.544757037000000111e+00 3.923818320000000082e+00 1.557009933000000013e+00
2.154879542999999842e+00 4.280191068999999793e+00 2.931322402000000160e+00
1.004381744000000021e+00 3.261682807000000128e+00 2.887049706000000437e+00
1.970640737000000087e+00 3.768023241999999939e+00 3.686831810000000154e+00
1.617375578999999952e+00 3.862770325000000060e+00 3.175319143999999927e+00
3.348306531000000419e+00 4.837983703000000801e+00 3.464628564999999938e+00
2.399468848999999793e+00 5.265301634000000064e+00 3.336422552999999791e+00
1.827030452000000027e+00 4.060183258000000350e+00 2.529657343999999863e+00
1.026489111999999926e+00 3.753170420000000007e+00 3.081661701999999892e+00
1.860243566999999931e+00 3.467581411999999919e+00 3.001088150999999815e+00
1.292025336000000024e+00 3.858743469000000204e+00 2.440489975999999839e+00
2.293668450999999830e+00 3.770887720000000165e+00 2.208997021000000061e+00
1.630771846999999886e+00 4.310920947999999697e+00 1.835929208000000035e+00
2.182133175999999786e+00 3.985099525999999948e+00 2.257427604000000088e+00
1.381828226999999965e+00 4.478150244000000058e+00 1.959034712000000011e+00
1.364006360999999945e+00 4.145855195000000215e+00 1.103221038999999903e+00
2.217667612000000066e+00 4.654562800999999084e+00 2.159589788999999982e+00
1.854280450999999941e+00 3.748323640999999817e+00 1.369172789000000057e+00
1.959167236999999950e+00 4.049656845000000338e+00 2.128594381000000091e+00
2.930578263000000128e+00 3.939766543999999815e+00 2.074398622999999997e+00
2.091888631999999859e+00 3.754651407999999968e+00 1.413543138999999949e+00
1.927379999000000010e+00 nan 2.073676381999999929e+00
1.981541862000000043e+00 nan 2.249727243999999793e+00
2.020919059000000129e+00 nan 2.681442346999999948e+00
2.456413414000000017e+00 nan 1.912316643999999899e+00
1.531417370999999861e+00 nan 1.138780232000000003e+00
1.738325318000000008e+00 nan 2.282878018999999981e+00
8.182335020000000014e-01 nan 1.705499848999999957e+00
1.674736588000000026e+00 nan 2.101500154000000009e+00
1.761919712999999943e+00 nan 2.967682496000000114e+00
2.644035110999999993e+00 nan 3.565484338000000086e+00
1.907343557999999994e+00 nan 3.356673776000000053e+00
1.904683067999999979e+00 nan 3.593952148000000069e+00
2.618719936999999831e+00 nan 2.302222362000000189e+00
1.932236222000000003e+00 nan 3.680215132999999916e+00
1.665334760999999997e+00 nan 3.510385419999999979e+00
2.541329375000000113e+00 nan 2.829778720999999830e+00
2.063318036000000077e+00 nan 3.156479222000000195e+00
1.793069830000000087e+00 nan 2.784899006999999926e+00
2.440899282000000170e+00 nan 2.353966739000000086e+00
1.507335078000000106e+00 nan 1.714736963000000225e+00
2.409339440000000110e+00 nan 2.296825504000000073e+00
1.985969996999999987e+00 nan 2.839056806999999960e+00
2.289607328999999858e+00 nan 3.311286103000000036e+00
2.136367263999999988e+00 nan 2.798464556999999964e+00
2.200425083999999920e+00 nan 3.038171934999999824e+00
1.974344526000000100e+00 nan 2.831706007999999830e+00
3.011352833000000118e+00 nan 2.771077872000000220e+00
3.515983351000000035e+00 nan 2.142076478999999978e+00
2.571483338999999813e+00 nan 3.278128831000000076e+00
3.021942217999999958e+00 nan 3.676792446999999964e+00
2.739327857000000144e+00 nan 2.813461406000000053e+00
2.642732223000000324e+00 nan 2.963525351000000363e+00
1.840421249000000037e+00 nan 3.271023866000000169e+00
2.068143345999999827e+00 nan 2.787404546999999955e+00
2.277582855999999989e+00 nan 2.728257634000000209e+00
1.625397976999999772e+00 nan 2.691332275999999801e+00
1.809785164000000002e+00 nan 3.290523422000000142e+00
1.448576313000000226e+00 nan 2.316991945999999913e+00
2.318888942000000064e+00 nan 3.865446587000000100e+00
2.182841239000000044e+00 nan 2.420901157999999942e+00
9.378635920000000237e-01 nan 2.853754139999999939e+00
2.496773876999999864e+00 nan 3.527246068000000179e+00
2.268755978000000173e+00 nan 2.845058218000000139e+00
2.223411594999999963e+00 nan 3.083317655000000101e+00
1.735439342999999912e+00 nan 3.197145988999999577e+00
2.195690706999999797e+00 nan 2.886100661000000400e+00
2.124640123999999908e+00 nan 2.829989922000000213e+00
1.441229942999999958e+00 nan 3.442412712999999957e+00
5.850612210000000202e-01 nan 3.245016426999999926e+00
1.239280871999999922e+00 nan 2.924224603999999950e+00
6.661367110000000480e-01 nan 3.410831707999999907e+00
1.090381338999999894e+00 nan 3.185020564000000221e+00
1.560321000999999930e+00 nan 3.164905758999999819e+00
2.169919227999999922e+00 nan 2.850458086000000169e+00
3.955173142000000031e+00 nan 2.678831399999999974e+00
2.993613814999999789e+00 nan 3.289699746000000147e+00
4.475256464000000101e+00 nan 3.983928389999999986e+00
4.106627680999999974e+00 nan 4.149862833000000251e+00
4.352137856000000582e+00 nan 4.428224975000000008e+00
4.642395716999999422e+00 nan 3.660328484999999965e+00
4.092621133999999827e+00 nan 3.997918311999999919e+00
4.585284684000000333e+00 nan 4.333371216000000636e+00
3.091623965999999779e+00 nan 4.111924732000000304e+00
4.858847078999999347e+00 nan 3.175921669000000058e+00
3.687347604999999806e+00 nan 4.082484398000000070e+00
4.247907001999999821e+00 nan 1.082219325000000065e+00
2.645728560999999868e+00 nan 1.193187986999999950e+00
3.014732161000000410e+00 nan 7.229910370000000031e-01
2.439405482000000180e+00 nan 3.256769669999999839e-01
2.731115345000000083e+00 nan 1.520889229000000009e+00
3.224694626999999869e+00 nan 1.613816643000000051e+00
2.449681292999999815e+00 nan -4.480018419999999835e-01
3.175902778999999843e+00 nan -6.392001599999999617e-02
3.127223841000000171e+00 nan 1.492730895999999863e+00
3.539760182000000199e+00 nan 8.701077990000000151e-01
3.440957184000000169e+00 nan 1.041813820999999862e+00
2.829189728999999875e+00 nan 6.925947350000000169e-01
2.776264728000000126e+00 nan 8.079613650000000424e-01
3.269096711000000433e+00 nan 4.330128560000000015e-01
2.270022077000000138e+00 nan 7.633306609999999104e-01
3.727591154999999823e+00 nan 1.368732972999999964e+00
2.530557099999999782e+00 nan 1.732313309999999884e-01
3.303241016999999946e+00 nan 3.462977859999999963e-01
2.978522830000000177e+00 nan 2.191476564999999876e+00
